DESCRIPTION                            NUMBER UNIT  I/P    O/P    E/R    S/B    OPEN  CPT,,,,,,,,,,,,,
"NF-NIFEDIPINE ER ORAL TAB ER 30MG    /TABLET, EXTENDE",,,,,1200794 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-SILDENAFIL AVPAK ORAL TABLET 20MG  /TABLET,,,,,1200795 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-HydrOXYzine HCl Oral Tab 25MG     /TABLET,,,,,1200796 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-REVATIO ORAL TABLET 20MG        /TABLET,,,,,1200797 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-LITHIUM CARBONATE CAP 300MG      /CAPSULE,,,,,1200798 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Trulicity SubQ Soln 1.5MG/0.5ML    /SOLUTION,,,,,1200799 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-rivastigmine TD Patch ER 13.3MG/24HR /PATCH, EXTENDED",,,,,1200800 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Telmisartan-HCTZ Oral Tablet 80MG-12./TABLET,,,,,1200801 EA,0.00,0.00,0.00,0.00,0.00,,,
DESCRIPTION,,,,,NUMBER UNIT,I/P,O/P,E/R,S/B,OPEN,CPT,,
NF-telmisartan-HCTZ Oral Tablet 80MG-12./TABLET,,,,,1200802 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Telmisartan-HCTZ Oral Tablet 80MG-12./TABLET,,,,,1200803 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Namenda XROral Capsule ER 28MG    /CAPSULE, EXTEND",,,,,1200804 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Telmisartan-HCTZ Oral Tablet 80MG-12./TABLET,,,,,1200805 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Advair HFA 45/21 Inh Aer 45MCG-21MCG /AEROSOL LIQUID,,,,,1200806 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Benztropine Mesylate AvPak Tablet 1MG/TABLET,,,,,1200807 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Latuda Oral Tablet 80MG        /TABLET,,,,,1200808 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Synthroid Tablet 125MCG        /TABLET,,,,,1200809 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-rOPINIRole Hydrochloride Tablet 2MG /TABLET,,,,,1200810 EA,0.00,0.00,0.00,0.00,0.00,,,
PROVAYBLUE IV SOLUTION 5MG/1ML      /SOLUTION,,,,,1200811 EA,338.08,338.08,338.08,0.00,0.00,,,
NF-rOPINIRole Hydrochloride Tablet 0.5MG/TABLET,,,,,1200812 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Breo Ellipta Inhalation Powder    /POWDER,,,,,1200813 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Spiriva Respimat Inh Spray 1.25MCG/1A/SPRAY,,,,,1200814 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Cimetidine Oral Tablet 300MG     /TABLET,,,,,1200815 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Pramipexole Dihydrochloride Tab 0.125/TABLET,,,,,1200816 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Pradaxa Oral Capsule 75MG       /CAPSULE,,,,,1200817 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lovenox Injection Solution 120MG/0.8M/SOLUTION,,,,,1200818 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Pradaxa Oral Capsule 150MG       /CAPSULE,,,,,1200819 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Breo Ellipta Inh Pwd 100MCG/1Actuatio/POWDER,,,,,1200820 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Estradiol Oral Tablet 0.5MG      /TABLET,,,,,1200821 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Mycophenolate Mofetil Oral Tablet 500/TABLET,,,,,1200822 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Prevacid SoluTab Disintegrating Tab 3/TABLET DISINTEG,,,,,1200823 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-LaMICtal Tablet 100MG          /TABLET,,,,,1200824 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-ReadySharp methylPREDNISolone 80 Inj /SUSPENSION,,,,,1200825 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-methylPREDNISolone Inj Soln 80MG/1ML /SUSPENSION,,,,,1200826 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-methylPREDNISolone Acetate       /SUSPENSION,,,,,1200827 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-methylPREDNISolone Acetate Inj 40MG/1/SUSPENSION,,,,,1200828 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Apriso Extended-Release Capsule 0.375/CAPSULE, EXTEND",,,,,1200829 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Equate Nicotine TD Patch 21MG/24HR  /PATCH, EXTENDED",,,,,1200830 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Advair Diskus 250/50 Disk       /DISK,,,,,1200831 EA,0.00,0.00,0.00,0.00,0.00,,,
"THROMBIN-JMI TOPICAL 20,000 UNITS    /POWDER FOR SOLU",,,,,1200832 EA,537.46,537.46,537.46,0.00,0.00,,,
NF-Vitamin B6 Tablet 100MG        /TABLET,,,,,1200833 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Restasis Ophthalmic Emulsion 0.05%  /EMULSION,,,,,1200834 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Refresh Optive Ophthalmic Soln 0.5%-0/SOLUTION,,,,,1200835 EA,0.00,0.00,0.00,0.00,0.00,,,
VITAMIN B1 200MG/2ML INJ          /INJ,,,,,1200836 EA,38.00,0.00,0.00,0.00,.00 J3411,,,
NF-Refresh Optive Ophthalmic Soln 0.5%-0/SOLUTION,,,,,1200837 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Voltaren Gel Topical 1%        /GEL/JELLY,,,,,1200838 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Accupril Oral Tablet 10MG       /TABLET,,,,,1200839 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Etodolac ER Extended-Release Tablet 5/TABLET, EXTENDE",,,,,1200840 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Dialyvite Vitamin D3 Max Tablet 50000/TABLET,,,,,1200841 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Arava Oral Tablet 20MG         /TABLET,,,,,1200842 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Leflunomide Oral Tablet 20MG     /TABLET,,,,,1200843 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-carBAMazepine Oral Cap ER 300MG    /CAPSULE, EXTEND",,,,,1200844 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Gabapentin AvPak Oral Tablet 800MG  /TABLET,,,,,1200845 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Bacitracin  Oin 500U/GM       /OINTMENT,,,,,1200846 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Bacitracin  Oin 500U/GM       /OINTMENT,,,,,1200847 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Flecainide Acetate Oral Tablet 100MG /TABLET,,,,,1200848 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lido-Prilo Caine Pack          /CREAM,,,,,1200849 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Levothyroxine Oral Tablet 125MCG   /TABLET,,,,,1200850 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Calcium Acetate AvPak Oral Capsule 66/CAPSULE,,,,,1200851 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Ezetimibe-Simvastatin Tablet 10MG-80M/TABLET,,,,,1200852 EA,0.00,0.00,0.00,0.00,0.00,,,
ORENCIA IV 250 MG              /POWDER FOR SOLU,,,,,1200853 EA,5323.36,5323.36,5323.36,0.00,.00 J0129,,,
NF-sulfaSALAzine Oral Tablet 500MG    /TABLET,,,,,1200854 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Latuda Oral Tablet 40MG        /TABLET,,,,,1200855 EA,0.00,0.00,0.00,0.00,0.00,,,
DESCRIPTION,,,NUMBER UNIT,,,I/P,O/P,E/R,S/B,OPEN,,CPT,
NF-Latuda Oral Tablet 20MG,,,/TABLET,,1200856 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-SEROquel Oral Tablet 25MG,,,/TABLET,,1200857 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-SEROquel Oral Tablet 25MG,,,/TABLET,,1200858 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Requip Tablet 1MG,,,/TABLET,,1200859 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-ALPRAZolam Oral Tablet 0.5MG,,,/TABLET,,1200860 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Ventolin HFA Inhaler 0.09MG/Inh,,,/SUSPENSION,,1200861 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Rizatriptan Benzoate ODT 10MG,,,"/TABLET, DISINTE",,1200862 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Rizatriptan Benzoate ODT 10MG,,,"/TABLET, DISINTE",,1200863 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Rizatriptan Benzoate ODT 10MG,,,"/TABLET, DISINTE",,1200864 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Salonpas Topical Patch ER 4%,,,"/PATCH, EXTENDED",,1200865 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Salonpas Topical Patch ER 4%,,,"/PATCH, EXTENDED",,1200866 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Eliquis Oral Tablet 5MG,,,/TABLET,,1200867 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Renvela Oral Tablet 800MG,,,/TABLET,,1200868 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Flovent HFA Inh/Neb Aer Pwd 0.22MG/1A/AEROSOL POWDER,,,,,1200869 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Proair HFA Inh Susp 0.09MG/1Act    /SUSPENSION,,,,,1200870 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Maxalt Oral Tablet 10MG        /TABLET,,,,,1200871 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-rOPINIRole Hydrochloride Oral Tablet /TABLET,,,,,1200872 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-ALPRAZolam Oral Tablet 0.5MG     /TABLET,,,,,1200873 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-ZyPREXA Oral Tablet 20MG        /TABLET,,,,,1200874 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-ZyPREXA Oral Tablet 20MG        /TABLET,,,,,1200875 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Epclusa Oral Tablet 400MG-100MG    /TABLET,,,,,1200876 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Wellbutrin Oral Tablet 100MG     /TABLET,,,,,1200877 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Proair HFA Inh Susp 0.09MG/1Act    /SUSPENSION,,,,,1200878 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Tessalon Perles Capsule 100MG     /CAPSULE, LIQUID",,,,,1200879 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-PreserVision Areds 2 Oral Liq Cap  /CAPSULE, LIQUID",,,,,1200880 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Maxalt Oral Tablet 10MG        /TABLET,,,,,1200881 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-metFORMIN Hydrochloride OralTablet 50/TABLET,,,,,1200882 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Imbruvica Oral Capsule 140MG     /CAPSULE,,,,,1200883 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Imbruvica Oral Capsule 140MG     /CAPSULE,,,,,1200884 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Imbruvica Oral Capsule 140MG     /CAPSULE,,,,,1200885 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Imbruvica Oral Tablet 420MG      /TABLET,,,,,1200886 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Imbruvica Oral Capsule 140MG     /CAPSULE,,,,,1200887 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Tamoxifen Citrate Oral Tablet 20MG  /TABLET,,,,,1200888 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Adult Probiotic Oral Capsule     /CAPSULE,,,,,1200889 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Adult Probiotic Oral Capsule     /CAPSULE,,,,,1200890 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lantus SoloStar Pen SubQ Soln 100U/1M/SOLUTION,,,,,1200891 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-glipiZIDE ER Oral Tab ER 10MG     /TABLET, EXTENDE",,,,,1200892 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Combivent Respimat Inhalation Spray /SPRAY,,,,,1200893 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Advair Diskus 250/50 Disk       /DISK,,,,,1200894 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Trelegy Ellipta Inhalation Powder  /POWDER,,,,,1200895 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Aspirin Adult Low Dose Tablet EC 81MG/TABLET, ENTERIC",,,,,1200896 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Levemir Subcutaneous Solution 100U/1M/SOLUTION,,,,,1200897 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Plavix Tab 75MG             /TABLET,,,,,1200898 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Pioglitazone Oral Tablet 45MG     /TABLET,,,,,1200899 EA,0.00,0.00,0.00,0.00,0.00,,,
Santyl Topical Ointment 250U/1GM     /OINTMENT,,,,,1200900 EA,450.34,450.34,450.34,0.00,0.00,,,
NF-raNITIdine 150 Oral Tablet 150MG   /TABLET,,,,,1200901 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Proair HFA Inh Susp 0.09MG/1Act    /SUSPENSION,,,,,1200902 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Bumetanide Oral Tablet 1MG       /TABLET,,,,,1200903 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-NexIUM Oral Delayed-Release Capsule 2/CAPSULE, DELAYE",,,,,1200904 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-NexIUM Oral Delayed-Release Capsule 4/CAPSULE, DELAYE",,,,,1200905 EA,0.00,0.00,0.00,0.00,0.00,,,
HEPATITIS A VACCINE IM SUSP 720EL U/0.5M/SUSPENSION,,,,,1200906 EA,120.45,120.45,120.45,0.00,0.00,,,
NF-Levemir Subcutaneous Solution 100U/1M/SOLUTION,,,,,1200907 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Toprol XL Tablet 25MG          /TABLET, EXTENDE",,,,,1200908 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Toujeo Subcutaneous Solution 300U/1ML/SOLUTION,,,,,1200909 EA,0.00,0.00,0.00,0.00,0.00,,,
DESCRIPTION,,,,,NUMBER UNIT,I/P,O/P,E/R,S/B,OPEN,CPT,,
NF-Ortho Tri-Cyclen Lo Oral Kit     /TABLET,,,,,1200910 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Ortho Tri-Cyclen Lo Oral Kit     /TABLET,,,,,1200911 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Pramipexole Dihydrochloride Tablet 0./TABLET,,,,,1200912 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Propranolol HCl Tab 10MG       /TABLET,,,,,1200913 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Levothyroxin Tab 125MCG        /TABLET,,,,,1200915 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-B-12 Oral Tab 1000MCG          /TABLET,,,,,1200916 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-MiraLAX Oral Pwd for Soln 17GM/1Dose /POWDER FOR SOLU,,,,,1200917 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lyrica Oral Capsule 150MG       /CAPSULE,,,,,1200918 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lyrica Oral Capsule 100MG       /CAPSULE,,,,,1200919 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Nature’s Blend Vitamin D3 Liq Cap 200/CAPSULE, LIQUID",,,,,1200920 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lyrica Oral Capsule 150MG       /CAPSULE,,,,,1200921 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lyrica Oral Capsule 200MG       /CAPSULE,,,,,1200922 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-medroxyPROGESTERone Acetate Tab 10MG /TABLET,,,,,1200923 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Creon Oral Delayed Release Capsule  /CAPSULE, DELAYE",,,,,1200924 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Losartan Potassium Oral Tablet 50MG /TABLET,,,,,1200925 EA,0.00,0.00,0.00,0.00,0.00,,,
SODIUM CHLORIDE 0.9% 5ML INJ SYG     /SOLUTION,,,,,1200926 EA,27.00,27.00,27.00,0.00,0.00,,,
NF-Dorzolamide Hydrochloride and Timolol/SOLUTION,,,,,1200927 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Keppra Tablet 500MG           /TABLET,,,,,1200928 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Valsartan Oral Tablet 80MG       /TABLET,,,,,1200929 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-CertaVite Senior Oral Tablet     /TABLET,,,,,1200930 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Onglyza Oral Tablet 5MG        /TABLET,,,,,1200931 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-hydroCHLOROthiazide Capsule 12.5MG  /CAPSULE,,,,,1200932 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Ezetimibe Oral Tablet 10MG       /TABLET,,,,,1200933 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Azithromycin IV Pwd for Soln 500MG  /POWDER FOR SOLU,,,,,1200934 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Keppra Solution 100MG/ML        /SOLUTION,,,,,1200935 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-PHENobarbital Elix 20MG-13.5%/5ML  /ELIXIR,,,,,1200936 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Cetirizine HCl Oral Syrup 1MG/1ML  /SYRUP,,,,,1200937 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Cetirizine HCl Oral Tablet 10MG    /TABLET,,,,,1200938 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Montelukast Sodium AvPak Chew Tab 4MG/TABLET, CHEWABL",,,,,1200939 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Cetirizine HCl Oral Solution 1MG/1ML /SOLUTION,,,,,1200940 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Proair HFA Inh Susp 0.09MG/1Act    /SUSPENSION,,,,,1200941 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Fluticasone Prop Nasal Spray 0.05MG/1/SPRAY,,,,,1200942 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Cetirizine HClOral Tab 10MG      /TABLET,,,,,1200943 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Calcium Carbonate Oral Tablet 600MG /TABLET,,,,,1200944 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Toujeo Subcutaneous Solution 300U/1ML/SOLUTION,,,,,1200945 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Acidophilus Lactobacilli 500 Million /CAPSULE,,,,,1200946 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Melatonin 3MG              /TABLET,,,,,1200947 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Metoprolol Succinate ER Tab ER 25MG /TABLET, EXTENDE",,,,,1200948 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Ezetimibe Oral Tablet 10MG       /TABLET,,,,,1200949 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Nitroglycerin Sublingual Tablet 0.4MG/TABLET,,,,,1200950 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Sodium Chloride Tablet 1GM       /TABLET,,,,,1200951 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Diclofenac Sod Oral Tab EC 75MG    /TABLET, ENTERIC",,,,,1200952 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Latanoprost Ophth Solution 0.005%  /SOLUTION,,,,,1200953 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Latanoprost Ophthalmic Solution 0.005/SOLUTION,,,,,1200954 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Latanoprost Ophth Solution 0.005%  /SOLUTION,,,,,1200955 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Spiriva Inh/Neb Cap 18MCG       /CAPSULE,,,,,1200956 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Spiriva Inh/Neb Cap 18MCG       /CAPSULE,,,,,1200957 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Potassium Chloride Oral Cap ER 8MEQ /CAPSULE, EXTEND",,,,,1200958 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Tamoxifen Citrate Oral Tablet 20MG  /TABLET,,,,,1200959 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Eliquis Oral Tablet 5MG        /TABLET,,,,,1200960 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Sildenafil AvPak Oral Tablet 20MG  /TABLET,,,,,1200961 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Methadone HCl Oral Tablet 10MG    /TABLET,,,,,1200962 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Methadone HCl Oral Tablet 10MG    /TABLET,,,,,1200963 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Methadone HCl Oral Tablet 10MG    /TABLET,,,,,1200964 EA,0.00,0.00,0.00,0.00,0.00,,,
DESCRIPTION,,,NUMBER UNIT,,,I/P,O/P,E/R,S/B,OPEN,CPT,,
NF-Sildenafil Oral Tablet 20MG,,,/TABLET,,1200965 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Potassium Chloride Oral Cap ER 8MEQ,,,"/CAPSULE, EXTEND",,1200966 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Propranolol HCl Oral Tablet 10MG,,,/TABLET,,1200967 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Tamoxifen Tablet 20MG,,,/TABLET,,1200968 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Protonix Tablet 40MG,,,"/TABLET, ENTERIC",,1200969 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Digoxin Oral Tablet 0.25MG,,,/TABLET,,1200970 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Albuterol Sulfate HFA Inh 0.09MG/1Act/SUSPENSION,,,,,1200971 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Eliquis Oral Tablet 2.5MG       /TABLET,,,,,1200972 EA,0.00,0.00,0.00,0.00,0.00,,,
ERYTHROMYCIN ORAL TABLET 500MG      /TABLET,,,,,1200973 EA,29.93,29.93,29.93,0.00,0.00,,,
NF-clonazePAM Oral Tablet 0.5MG     /TABLET,,,,,1200974 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Calcitriol Capsule 0.5MCG       /CAPSULE, LIQUID",,,,,1200975 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Nephro-Vite Rx Tablet          /TABLET,,,,,1200976 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lovastatin Oral Tablet 20MG      /TABLET,,,,,1200977 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Allergy Relief+Sinus Headache 325-12./TABLET,,,,,1200978 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-CHLORPHENIRAMINE MALEATE-PHENYLEPHRIN/TABLET,,,,,1200979 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-LISINOPRIL ORAL TABLET 30MG      /TABLET,,,,,1200980 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lidocaine HCl Gel/Jelly 2%       /GEL/JELLY,,,,,1200981 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Advair HFA 230/21 Inh Aer 230MCG-21MC/AEROSOL LIQUID,,,,,1200982 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Proair HFA Inh Susp 0.09MG/1Act    /SUSPENSION,,,,,1200983 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Dutasteride Liq Cap 0.5MG       /CAPSULE, LIQUID",,,,,1200984 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Metoprolol Succ XL Oral Tab ER 100MG /TABLET, EXTENDE",,,,,1200985 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Eliquis Oral Tablet 5MG        /TABLET,,,,,1200986 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lasix Tablet 20MG            /TABLET,,,,,1200987 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lisinopril Oral Tablet 10MG      /TABLET,,,,,1200988 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Eliquis Oral Tablet 5MG        /TABLET,,,,,1200989 EA,0.00,0.00,0.00,0.00,0.00,,,
ROCEPHIN 500 MG / NS IVPB : 500MG/50ML /,,,,,1200990 EA,0.00,0.00,0.00,0.00,.00 J3490,,,
NF-sulfaSALAzine Oral Tablet 500MG    /TABLET,,,,,1200991 EA,0.00,0.00,0.00,0.00,0.00,,,
NEXTERONE IV SOLUTION 360MG / 200ML   /IV,,,,,1200992 EA,168.60,168.60,168.60,0.00,0.00,,,
NF-Tasigna Oral Capsule 150MG       /CAPSULE,,,,,1200993 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Cetirizine HCl Oral Tablet 10MG    /TABLET,,,,,1200994 EA,0.00,0.00,0.00,0.00,0.00,,,
RIFAMPIN IV PWD 600MG           /POWDER FOR SOLU,,,,,1200995 EA,323.90,323.90,323.90,0.00,0.00,,,
BACITRACIN OINT 0.9GM           /OINTMENT,,,,,1200996 EA,6.00,0.00,0.00,0.00,0.00,,,
RIFAMPIN / NS IVPB : 600MG/500ML     /,,,,,1200997 EA,0.00,0.00,0.00,0.00,.00 J3370,,,
NF-Tasigna Oral Capsule 150MG       /CAPSULE,,,,,1200998 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Tasigna Oral Capsule 150MG       /CAPSULE,,,,,1200999 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Norco Oral Tablet 325MG-10MG     /TABLET,,,,,1201000 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Entecavir Oral Tablet 0.5MG      /TABLET,,,,,1201001 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Suboxone Sublingual Film 8MG-2MG   /FILM,,,,,1201002 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Lexapro Tablet 5MG           /TABLET,,,,,1201003 EA,0.00,0.00,0.00,0.00,0.00,,,
NF-Suboxone Sublingual Film 8MG-2MG   /FILM,,,,,1201004 EA,0.00,0.00,0.00,0.00,0.00,,,
"NF-Esomeprazole Mag Cap DR 20MG     /CAPSULE, DELAYE",,,,,1201006 EA,0.00,0.00,0.00,0.00,0.00,,,
